id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum,probe_alt
354,TBDY,17.5.2.4,P5_capraz,"TBDY 2018'in 17.1.1 numaralı bendine göre kolon veya perdelerde düşey yüklerden dolayı oluşan eksenel kuvvetler, katlara etki eden sabit ve hareketli yayılı yük ( g + q) değerleri ve göz önüne alınan kolon veya perdenin taşıdığı tüm katlar boyunca biriken alan paylarının toplamı kullanılarak hesap lanabilir.",YANLIS,"Kolon veya perdelerde düşey yüklerden dolayı oluşan eksenel kuvvetler, katlara etki eden sabit ve hareketli yayılı yük ( g + q) değerleri ve göz önüne alınan kolon veya perdenin taşıdığı tüm katlar boyunca biriken alan p",,P5_maddeshift(17.5.2.4→17.1.1),ONAY_BEKLIYOR,P5_maddeshift
355,TBDY,4.3.4.2,P5_capraz,TBDY 2018'in 5.3.2.6 numaralı bendine göre birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,YANLIS,Birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,,P5_maddeshift(4.3.4.2→5.3.2.6),ONAY_BEKLIYOR,P5_maddeshift
356,YDUY,23,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'nin 23. maddesine göre yapı denetim hizmet sözleşmesinin fesih işlemi noter ihbarnamesi ile karşı tarafa, ilgili idareye, ilgili Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğüne dağıtımlı olarak bildirilmek suretiyle yapılır.",DOGRU,"Yapı denetim hizmet sözleşmesinin fesih işlemi noter ihbarnamesi ile karşı tarafa, ilgili idareye, ilgili Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğüne dağıtımlı olarak bildirilmek suretiyle yapılır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
357,TBDY,15.4.13,P5_capraz,"TBDY 2018'in 16.13.5 numaralı bendine göre betonarme elemanlarda kenetlenme veya bindirme boyunun yetersiz olması durumunda kesit kapasite momentinin hesabında ilgili donatının akma gerilmesi, kenetlenme veya bindirme boyundaki eksikliği oranında azaltılacaktır.",YANLIS,"Betonarme elemanlarda kenetlenme veya bindirme boyunun yetersiz olması durumunda kesit kapasite momentinin hesabında ilgili donatının akma gerilmesi, kenetlenme veya bindirme boyundaki eksikliği oranında azaltılacaktır.",,P5_maddeshift(15.4.13→16.13.5),ONAY_BEKLIYOR,P5_maddeshift
359,TBDY,15.2.7.3,P5_capraz,"TBDY 2018'in 9.4.1.5 numaralı bendine göre malzeme Özellikleri: Projede belirtilen çelik sınıfı, en az bir çelik elemandan örnek kesilerek ve deney yapılarak kontrol edilecektir.",YANLIS,"Malzeme Özellikleri: Projede belirtilen çelik sınıfı, en az bir çelik elemandan örnek kesilerek ve deney yapılarak kontrol edilecektir.",,P5_maddeshift(15.2.7.3→9.4.1.5),ONAY_BEKLIYOR,P5_maddeshift
360,TBDY,2.1.2,P1_dogrudan,"TBDY 2018'in 2.1.2 numaralı bendine göre deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemektedir.",DOGRU,"Deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemek",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
361,TBDY,7.4.2.4,P5_capraz,TBDY 2018'in 9.8.5.2 numaralı bendine göre açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,YANLIS,Açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,,P5_maddeshift(7.4.2.4→9.8.5.2),ONAY_BEKLIYOR,P5_maddeshift
362,TBDY,16.6.2,P5_capraz,"TBDY 2018'in 17.6.3 numaralı bendine göre zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 20 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel kayma mukavemeti ve rijitliğindeki önemli oranda azalış olarak tanımlanacaktır.",YANLIS,"Zemin sıvılaşması, yeraltı su seviyesinin altında yer alan ve yüzeyden 20 mderinliğe kadar olan kohezyonsuz ya da düşük kohezyonlu ( PI<%12 ) zeminlerin deprem sarsıntısı altında, boşluk suyu basıncındaki artışa paralel ",,P5_maddeshift(16.6.2→17.6.3),ONAY_BEKLIYOR,P5_maddeshift
363,ISGRISK,7,P1_dogrudan,İSG Risk Değerlendirmesi Yönetmeliği'ne göre çalışanların risk değerlendirmesi çalışması yapılırken ihtiyaç duyulan her aşamada sürece katılarak görüşlerinin alınması sağlanır.,DOGRU,Çalışanların risk değerlendirmesi çalışması yapılırken ihtiyaç duyulan her aşamada sürece katılarak görüşlerinin alınması sağlanır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
364,TBDY,15.1,P1_dogrudan,TBDY 2018'in 15.1 numaralı bendine göre gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,DOGRU,Gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
366,TBDY,4.5.9.1,P1_dogrudan,"TBDY 2018'e göre taşıyıcı sistem elemanlarının çubuk, levha (membran) veya kabuk sonlu eleman olarak modellenmeleri durumunda tekil düğüm noktası kütleleri , bağlı sonlu elemanların kapsama alanlarındaki yayılı kütlelerin bileşkeleri olarak atanırlar.",DOGRU,"Taşıyıcı sistem elemanlarının çubuk, levha (membran) veya kabuk sonlu eleman olarak modellenmeleri durumunda tekil düğüm noktası kütleleri , bağlı sonlu elemanların kapsama alanlarındaki yayılı kütlelerin bileşkeleri ola",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
370,TBDY,11.4.2,P1_dogrudan,TBDY 2018'in 11.4.2 numaralı bendine göre narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,DOGRU,Narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
372,TBDY,7.6.2.2,P1_dogrudan,"TBDY 2018'e göre bodrum katlarında rijitliği üst katlara oranla çok büyük olan betonarme çevre perdelerinin bulunduğu ve bodrum kat döşemelerinin yatay düzlemde rijit diyafram olarak çalıştığı binalarda, wH ve crH büyüklükleri zemin kat döşemesinden itibaren yukarıya doğru gözönüne alınacaktır.",DOGRU,"Bodrum katlarında rijitliği üst katlara oranla çok büyük olan betonarme çevre perdelerinin bulunduğu ve bodrum kat döşemelerinin yatay düzlemde rijit diyafram olarak çalıştığı binalarda, wH ve crH büyüklükleri zemin kat ",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
374,TBDY,11.2.2,P1_dogrudan,"TBDY 2018'in 11.2.2 numaralı bendine göre donatı yerleştirilecek ve tamamen harçla doldurulacak olan birimlerdeki boşluklar, delik oranı hesabında dikkate alınmayacaktır.",DOGRU,"Donatı yerleştirilecek ve tamamen harçla doldurulacak olan birimlerdeki boşluklar, delik oranı hesabında dikkate alınmayacaktır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
375,YDUY,4,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 8. maddesine göre inşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı olarak bildirilir.",YANLIS,"İnşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı ola",,P5_maddeshift(4→8),ONAY_BEKLIYOR,P5_maddeshift
377,TBDY,15.2.2.2,P1_dogrudan,TBDY 2018'e göre kapsamlı bilgi düzeyi’nde sınırlı bilgi düzeyine göre daha fazla ölçüm yapılır.,DOGRU,Kapsamlı bilgi düzeyi’nde sınırlı bilgi düzeyine göre daha fazla ölçüm yapılır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
379,TBDY,15.2.4.2,P1_dogrudan,TBDY 2018'e göre donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,DOGRU,Donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
380,YDUY,26,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'nin 15. maddesine göre her yıl 1 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,YANLIS,Her yıl 1 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,,P5_maddeshift(26→15),ONAY_BEKLIYOR,P5_maddeshift
381,TBDY,12.6.3,P1_dogrudan,"TBDY 2018'in 12.6.3 numaralı bendine göre çivi veya vida ile ahşap-ahşap veya ahşap-çelik levha birleşimi yapılması durumunda, çivi veya vidanın dayanımın yeterli olduğunun hesapla gösterilmesi zorunludur.",DOGRU,"Çivi veya vida ile ahşap-ahşap veya ahşap-çelik levha birleşimi yapılması durumunda, çivi veya vidanın dayanımın yeterli olduğunun hesapla gösterilmesi zorunludur.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
382,TBDY,7.2.1.4,P1_dogrudan,"TBDY 2018'in 7.2.1.4 numaralı bendine göre kesit Hesaplarında Kullanılacak Yöntem Bu bölüm kapsamında betonarme elemanların depreme dayanıklı olarak boyutlandırılmasında ve donatı hesaplarında TS 500’de verilen kabuller, betonda oluşan gerilme dağılımı ve elastisite modülünün kullanılması zorunludur.",DOGRU,"Kesit Hesaplarında Kullanılacak Yöntem Bu bölüm kapsamında betonarme elemanların depreme dayanıklı olarak boyutlandırılmasında ve donatı hesaplarında TS 500’de verilen kabuller, betonda oluşan gerilme dağılımı ve elastis",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
388,ISGRISK,17,P1_dogrudan,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre rehberler işyerinde çalışan sayısı ve işyerinin bulunduğu tehlike sınıfı göz önüne alınarak; sektör, meslek veya yapılan işlere özgü olabilir.",DOGRU,"Rehberler işyerinde çalışan sayısı ve işyerinin bulunduğu tehlike sınıfı göz önüne alınarak; sektör, meslek veya yapılan işlere özgü olabilir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
389,TBDY,15.5.2.2,P1_dogrudan,"TBDY 2018'in 15.5.2.2 numaralı bendine göre betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",DOGRU,"Betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
391,YDUY,14,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre denetçi mimar ve denetçi mühendis olarak görev yapabilmek için, ilgililerin   Merkez Yapı Denetim Komisyonuna başvurarak,   Bakanlıkça belirlenecek formata uygun denetçi belgesi almaları zorunludur.",DOGRU,"Denetçi mimar ve denetçi mühendis olarak görev yapabilmek için, ilgililerin   Merkez Yapı Denetim Komisyonuna başvurarak,   Bakanlıkça belirlenecek formata uygun denetçi belgesi almaları zorunludur.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
392,YDUY,4,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'nin 4. maddesine göre eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı iki iş günü içinde onaylanır.,DOGRU,Eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı iki iş günü içinde onaylanır.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
393,TBDY,14.5,P1_dogrudan,TBDY 2018'in 14.5 numaralı bendine göre deneye tabi tutulan her iki yalıtım birimi için ikinci çevrimde hesaplanan etkin rijitlik ve etkin sönüm oranı: diğer tüm çevrimlerde %30’dan daha fazla değişim göstermeyecektir.,DOGRU,Deneye tabi tutulan her iki yalıtım birimi için ikinci çevrimde hesaplanan etkin rijitlik ve etkin sönüm oranı: diğer tüm çevrimlerde %30’dan daha fazla değişim göstermeyecektir.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
394,YDUY,15,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 15. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapı denetim kuruluşunda görev alacak denetçi personelin unvanlarına göre denetim yetkisi sınırları ve görevleri aşağıda gösterilmiştir: a) Proje ve uygulama denetçisi mimar, mimari projenin ilgil",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR,P6_yil
395,YDUY,4,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",DOGRU,"Faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
400,YDUY,24,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 24. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Yapının tamamlanmadan önce başkasına devri suretiyle yapı sahibinin değişmesi hâlinde, yapı denetim kuruluşunca ek-20’de gösterilen form-18’euygun seviye tespit tutanağı tanzim edilerek, durum en ",değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
401,TBDY,8.6.2.4,P1_dogrudan,TBDY 2018'in 8.6.2.4 numaralı bendine göre önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,DOGRU,Önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
403,TBDY,10.2.3.2,P1_dogrudan,"TBDY 2018'e göre kopma birim uzama oranı minimum % 10 olan malzemeler normal sünek malzeme, kopma birim uzama oranı minimum %16 olan malzemeler yüksek sünek malzeme olarak adlandırılırlar.",DOGRU,"Kopma birim uzama oranı minimum % 10 olan malzemeler normal sünek malzeme, kopma birim uzama oranı minimum %16 olan malzemeler yüksek sünek malzeme olarak adlandırılırlar.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
404,TBDY,7.2.5.3,P1_dogrudan,TBDY 2018'in 7.2.5.3 numaralı bendine göre deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,DOGRU,Deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
406,YDUY,14,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 14. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapı denetimi kuruluşu, denetimini üstlendiği proje ve yapım işlerinde, Kanun ve bu Yönetmelik hükümleri ile belirlenmiş görevlerini denetçi mimar ve denetçi mühendisler eliyle yürütür. Denetçi mi",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR,P6_yil
409,TBDY,5.7,P2_sayisal,TBDY 2018'e göre panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 6 vida adımı ilerlemesi sağlanacaktır.,YANLIS,Panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 3 vida adımı ilerlemesi sağlanacaktır.,,P2_swap(3→6),ONAY_BEKLIYOR,P2_swap
411,YDUY,28,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 28. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Yapı denetim kuruluşu, 27 nci maddede belirtilen oranlara göre her yapı bölümü veya kısmi yapı bölümü için, bu bölümlerin tamamlanmasını müteakiben, ek-24’de gösterilen",değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
412,YDUY,13,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 13. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(Mülga:RG-11/12/2020-31331) Yapı denetim kuruluşunda görev alacak teknik personelin deneyim ve nitelikleri (Değişik başlık:RG-11/12/2020-31331),değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
413,YDUY,6,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 6. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-14/4/2012-28264) Proje ve uygulama denetçisi mimar ve mühendisler tarafından, proje müelliflerince hazırlanan projelerin mevzuata, Ek-3’te gösterilen Form-1 ile belirlenmiş asgari krit",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
416,YDUY,25,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 25. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Kanun ile öngörülen hizmet bedellerini karşılamak üzere, Bakanlıkça Defterdarlık Muhasebe Müdürlüğü ve Mal Müdürlüklerinde emanet hesapları açılır. Yapı denetim kuruluş",değişiklik: 2013,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
420,TBDY,7.2.7.1,P5_capraz,TBDY 2018'in 9.6.3.1 numaralı bendine göre boyuna donatıların bindirmeli kaynaklı eklerinin ilgili kuruluşlardan sertifikalı kaynakçılar tarafından yapılması zorunludur.,YANLIS,Boyuna donatıların bindirmeli kaynaklı eklerinin ilgili kuruluşlardan sertifikalı kaynakçılar tarafından yapılması zorunludur.,,P5_maddeshift(7.2.7.1→9.6.3.1),ONAY_BEKLIYOR,P5_maddeshift
422,TBDY,16.13.2,P1_dogrudan,"TBDY 2018'e göre yapısal elemanlarla destekli şevlerde (örneğin: esnek duvarlar veya kazıklarla destekli şevler, ankrajlı veya çivili şevler vb.) zemin ve yapısal elemanların görece rijitlik farklarının dikkate alındığı zemin-yapı etkileşimi analizlerinin yapılması gerekir.",DOGRU,"Yapısal elemanlarla destekli şevlerde (örneğin: esnek duvarlar veya kazıklarla destekli şevler, ankrajlı veya çivili şevler vb.) zemin ve yapısal elemanların görece rijitlik farklarının dikkate alındığı zemin-yapı etkile",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
426,TBDY,15.2.1.3,P1_dogrudan,TBDY 2018'e göre bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,DOGRU,Bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
428,YDUY,6,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 6. maddesinde 2018 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-14/4/2012-28264) Proje ve uygulama denetçisi mimar ve mühendisler tarafından, proje müelliflerince hazırlanan projelerin mevzuata, Ek-3’te gösterilen Form-1 ile belirlenmiş asgari krit",değişiklik: 2018,P6_yil,ONAY_BEKLIYOR,P6_yil
429,TBDY,11.2.12,P1_dogrudan,"TBDY 2018'in 11.2.12 numaralı bendine göre donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",DOGRU,"Donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
430,YDUY,9,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 9. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir. Yapı müteahhidi, şahsen sahip olduğu teknik",değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
431,TBDY,2.5.2.1,P5_capraz,TBDY 2018'in 16.9.4.1 numaralı bendine göre her iki yatay bileşenin ölçeklendirilmesi aynı ölçek katsayıları ile yapılacaktır.,YANLIS,Her iki yatay bileşenin ölçeklendirilmesi aynı ölçek katsayıları ile yapılacaktır.,,P5_maddeshift(2.5.2.1→16.9.4.1),ONAY_BEKLIYOR,P5_maddeshift
433,TBDY,5.3.2.1,P1_dogrudan,"TBDY 2018'e göre binanın taşıyıcı sistemini oluşturan kolon, kiriş ve betonarme perdelerde doğrusal olmayan davranış modeli olarak yayılı plastik davranış modelleri de kullanılabilir.",DOGRU,"Binanın taşıyıcı sistemini oluşturan kolon, kiriş ve betonarme perdelerde doğrusal olmayan davranış modeli olarak yayılı plastik davranış modelleri de kullanılabilir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
437,TBDY,17.9.3,P2_sayisal,"TBDY 2018'e göre perdeye kuvvetli doğrultuda her dört uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",YANLIS,"Perdeye kuvvetli doğrultuda her iki uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",,P2_swap(iki→dört),ONAY_BEKLIYOR,P2_swap
439,TBDY,7.13.2.1,P5_capraz,"TBDY 2018'in 4.3.3 numaralı bendine göre kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",YANLIS,"Kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",,P5_maddeshift(7.13.2.1→4.3.3),ONAY_BEKLIYOR,P5_maddeshift
444,TBDY,15.2.11.3,P1_dogrudan,"TBDY 2018'e göre malzeme dayanımları, özellikle belirtilmedikçe ilgili tasarım yönetmeliklerinde verilen malzeme katsayıları ile bölünmeyecektir.",DOGRU,"Malzeme dayanımları, özellikle belirtilmedikçe ilgili tasarım yönetmeliklerinde verilen malzeme katsayıları ile bölünmeyecektir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
450,TBDY,4.4.4.2,P1_dogrudan,"TBDY 2018'e göre güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",DOGRU,"Güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
451,TBDY,7.13.2.1,P1_dogrudan,"TBDY 2018'e göre kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",DOGRU,"Kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
452,YDUY,33,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre izin belgesi alma aşamasında gerçeğe aykırı beyanda bulunması ve/veya bu Kanun uyarınca uygulanan idari yaptırımlar sonucunda Bakanlıktan aldığı izin belgesi iptal edilen yapı denetim kuruluşlarının verdikleri teminatlar 32 nci maddenin sekizinci fıkrasına göre güncellenerek irat kaydedilir.,DOGRU,İzin belgesi alma aşamasında gerçeğe aykırı beyanda bulunması ve/veya bu Kanun uyarınca uygulanan idari yaptırımlar sonucunda Bakanlıktan aldığı izin belgesi iptal edilen yapı denetim kuruluşlarının verdikleri teminatlar,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
453,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Deprem Kimlik Plakası' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR,P4_tbdy
455,TBDY,14.5,P2_sayisal,TBDY 2018'e göre belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %30’den fazla olmayacaktır.,YANLIS,Belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %15’den fazla olmayacaktır.,,P2_swap(15→30),ONAY_BEKLIYOR,P2_swap
460,YDUY,9,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'nin 34. maddesine göre her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,YANLIS,Her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,,P5_maddeshift(9→34),ONAY_BEKLIYOR,P5_maddeshift
462,TBDY,17.4.2.2,P2_sayisal,TBDY 2018'e göre uzun kenarın kısa kenara oranı 4 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,YANLIS,Uzun kenarın kısa kenara oranı 2 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,,P2_swap(2→4),ONAY_BEKLIYOR,P2_swap
463,TBDY,15.2.4.3,P1_dogrudan,"TBDY 2018'e göre farklı uzunluk/çap oranlarına sahip karotlardan elde edilen deney sonuçlarının dönüştürülmesinde, uygun dönüştürme katsayıları esas alınmalıdır.",DOGRU,"Farklı uzunluk/çap oranlarına sahip karotlardan elde edilen deney sonuçlarının dönüştürülmesinde, uygun dönüştürme katsayıları esas alınmalıdır.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
465,TBDY,16.4.3,P2_sayisal,"TBDY 2018'e göre yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 6 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",YANLIS,"Yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 3 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",,P2_swap(3→6),ONAY_BEKLIYOR,P2_swap
467,TBDY,0,P3_anakronizm,"TBDY 2018, 1 Ocak 2019 tarihinde yürürlüğe girmiştir.",DOGRU,yürürlük: 01.01.2019,,P3_yururluk,ONAY_BEKLIYOR,P3_yururluk
