id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum
363,ISGRISK,7,P1_dogrudan,İSG Risk Değerlendirmesi Yönetmeliği'ne göre çalışanların risk değerlendirmesi çalışması yapılırken ihtiyaç duyulan her aşamada sürece katılarak görüşlerinin alınması sağlanır.,DOGRU,Çalışanların risk değerlendirmesi çalışması yapılırken ihtiyaç duyulan her aşamada sürece katılarak görüşlerinin alınması sağlanır.,,P1_verbatim,ONAY_BEKLIYOR
364,TBDY,15.1,P1_dogrudan,TBDY 2018'in 15.1 numaralı bendine göre gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,DOGRU,Gevrek olarak hasar gören elemanlarda bu sınıflandırma geçerli değildir.,,P1_madde_atifli,ONAY_BEKLIYOR
365,YDUY,14,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre mesleğinde fiilen en az üç yıl çalıştığına ilişkin olarak ilgili kurum ve kuruluşlardan alınacak belgeler.,YANLIS,Mesleğinde fiilen en az beş yıl çalıştığına ilişkin olarak ilgili kurum ve kuruluşlardan alınacak belgeler.,,P2_swap(beş→üç),ONAY_BEKLIYOR
366,TBDY,4.5.9.1,P1_dogrudan,"TBDY 2018'e göre taşıyıcı sistem elemanlarının çubuk, levha (membran) veya kabuk sonlu eleman olarak modellenmeleri durumunda tekil düğüm noktası kütleleri , bağlı sonlu elemanların kapsama alanlarındaki yayılı kütlelerin bileşkeleri olarak atanırlar.",DOGRU,"Taşıyıcı sistem elemanlarının çubuk, levha (membran) veya kabuk sonlu eleman olarak modellenmeleri durumunda tekil düğüm noktası kütleleri , bağlı sonlu elemanların kapsama alanlarındaki yayılı kütlelerin bileşkeleri ola",,P1_verbatim,ONAY_BEKLIYOR
367,3194,36,P5_capraz,"4708 sayılı Kanun'a göre kapıcı dairesi ve sığınak ayrılması mecburiyeti olan binalarda, bu dairelerin yönetmelikte belirtilen şart ve ölçüleri havi bulunması lazımdır.",YANLIS,"Kapıcı dairesi ve sığınak ayrılması mecburiyeti olan binalarda, bu dairelerin yönetmelikte belirtilen şart ve ölçüleri havi bulunması lazımdır.",,P5_lawshuffle(3194→4708),ONAY_BEKLIYOR
368,6331,30,P6_guncellik,"6331 sayılı Kanun'un 30. maddesi, ilk yayımlandığı 2012 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Aşağıdaki konular ile bu nlara ilişkin usul ve esaslar Bakanlıkça çıkarılacak yönetmeliklerle düzenlenir: a) İlgili bakanlıkların görüşü alınarak, iş sağlığı ve güvenliğinin sağlanması, sürdürülme",değişiklik: 2017,P6_degismedi,ONAY_BEKLIYOR
369,6331,19,P1_dogrudan,"6331 sayılı Kanun'un 19. maddesine göre çalışanlar, iş sağlığı ve güvenliği ile ilgili aldıkları eğitim ve işverenin bu konudaki talimatları doğrultusunda, kendilerinin ve hareketlerinden veya yaptıkları işten etkilenen diğer çalışanların sağlık ve güvenliklerini tehlikeye düşürmemekle yükümlüdür.",DOGRU,"Çalışanlar, iş sağlığı ve güvenliği ile ilgili aldıkları eğitim ve işverenin bu konudaki talimatları doğrultusunda, kendilerinin ve hareketlerinden veya yaptıkları işten etkilenen diğer çalışanların sağlık ve güvenlikler",,P1_madde_atifli,ONAY_BEKLIYOR
370,TBDY,11.4.2,P1_dogrudan,TBDY 2018'in 11.4.2 numaralı bendine göre narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,DOGRU,Narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,,P1_madde_atifli,ONAY_BEKLIYOR
371,3194,15,P6_guncellik,"3194 sayılı Kanun'un 15. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Değişik fıkra:4/7/2019-7181/8 md.) İmar planı bulunan alanlarda, uygulama imar planına uygun olarak öncelikle parselasyon planının yapılması esastır. (Değişik fıkra:4/7/2019-7181/8 md.) İmar planı bu",değişiklik: 2019,P6_degismedi,ONAY_BEKLIYOR
372,TBDY,7.6.2.2,P1_dogrudan,"TBDY 2018'e göre bodrum katlarında rijitliği üst katlara oranla çok büyük olan betonarme çevre perdelerinin bulunduğu ve bodrum kat döşemelerinin yatay düzlemde rijit diyafram olarak çalıştığı binalarda, wH ve crH büyüklükleri zemin kat döşemesinden itibaren yukarıya doğru gözönüne alınacaktır.",DOGRU,"Bodrum katlarında rijitliği üst katlara oranla çok büyük olan betonarme çevre perdelerinin bulunduğu ve bodrum kat döşemelerinin yatay düzlemde rijit diyafram olarak çalıştığı binalarda, wH ve crH büyüklükleri zemin kat ",,P1_verbatim,ONAY_BEKLIYOR
373,6331,26,P6_guncellik,6331 sayılı Kanun'un 26. maddesinde 2015 yılında değişiklik yapılmıştır.,DOGRU,"(1) Bu Kanunun; a) 4 üncü maddesinin birinci fıkrasının (a) ve (b) bentlerinde belirtilen yükümlül ükleri yerine getirmeyen işverene her bir yükümlülük için ayrı ayrı ikibin Türk Lirası, b) 6 ncı madd",değişiklik: 2015,P6_yil,ONAY_BEKLIYOR
374,TBDY,11.2.2,P1_dogrudan,"TBDY 2018'in 11.2.2 numaralı bendine göre donatı yerleştirilecek ve tamamen harçla doldurulacak olan birimlerdeki boşluklar, delik oranı hesabında dikkate alınmayacaktır.",DOGRU,"Donatı yerleştirilecek ve tamamen harçla doldurulacak olan birimlerdeki boşluklar, delik oranı hesabında dikkate alınmayacaktır.",,P1_madde_atifli,ONAY_BEKLIYOR
375,YDUY,4,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 8. maddesine göre inşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı olarak bildirilir.",YANLIS,"İnşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı ola",,P5_maddeshift(4→8),ONAY_BEKLIYOR
376,3194,39,P1_dogrudan,3194 sayılı Kanun'un 39. maddesine göre malik dışında binada ikamet amacıyla oturanlara da ayrıca tahliye için tebligat yapılır.,DOGRU,Malik dışında binada ikamet amacıyla oturanlara da ayrıca tahliye için tebligat yapılır.,,P1_madde_atifli,ONAY_BEKLIYOR
377,TBDY,15.2.2.2,P1_dogrudan,TBDY 2018'e göre kapsamlı bilgi düzeyi’nde sınırlı bilgi düzeyine göre daha fazla ölçüm yapılır.,DOGRU,Kapsamlı bilgi düzeyi’nde sınırlı bilgi düzeyine göre daha fazla ölçüm yapılır.,,P1_verbatim,ONAY_BEKLIYOR
378,3194,45,P2_sayisal,3194 sayılı Kanun'a göre aLTINCI BÖLÜM 1480 Sayılı Boğaziçi Kanunu ile İlgili Hükümler,YANLIS,ALTINCI BÖLÜM 2960 Sayılı Boğaziçi Kanunu ile İlgili Hükümler,,P2_swap(2960→1480),ONAY_BEKLIYOR
379,TBDY,15.2.4.2,P1_dogrudan,TBDY 2018'e göre donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,DOGRU,Donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,,P1_verbatim,ONAY_BEKLIYOR
380,YDUY,26,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'nin 15. maddesine göre her yıl 1 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,YANLIS,Her yıl 1 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,,P5_maddeshift(26→15),ONAY_BEKLIYOR
381,TBDY,12.6.3,P1_dogrudan,"TBDY 2018'in 12.6.3 numaralı bendine göre çivi veya vida ile ahşap-ahşap veya ahşap-çelik levha birleşimi yapılması durumunda, çivi veya vidanın dayanımın yeterli olduğunun hesapla gösterilmesi zorunludur.",DOGRU,"Çivi veya vida ile ahşap-ahşap veya ahşap-çelik levha birleşimi yapılması durumunda, çivi veya vidanın dayanımın yeterli olduğunun hesapla gösterilmesi zorunludur.",,P1_madde_atifli,ONAY_BEKLIYOR
382,TBDY,7.2.1.4,P1_dogrudan,"TBDY 2018'in 7.2.1.4 numaralı bendine göre kesit Hesaplarında Kullanılacak Yöntem Bu bölüm kapsamında betonarme elemanların depreme dayanıklı olarak boyutlandırılmasında ve donatı hesaplarında TS 500’de verilen kabuller, betonda oluşan gerilme dağılımı ve elastisite modülünün kullanılması zorunludur.",DOGRU,"Kesit Hesaplarında Kullanılacak Yöntem Bu bölüm kapsamında betonarme elemanların depreme dayanıklı olarak boyutlandırılmasında ve donatı hesaplarında TS 500’de verilen kabuller, betonda oluşan gerilme dağılımı ve elastis",,P1_madde_atifli,ONAY_BEKLIYOR
383,6331,6,P5_capraz,"4708 sayılı Kanun'a göre tam süreli işyeri hekimi görevl endirilen işyerlerinde, diğer sağlık personeli görevlendirilmesi zorunlu değildir.",YANLIS,"Tam süreli işyeri hekimi görevl endirilen işyerlerinde, diğer sağlık personeli görevlendirilmesi zorunlu değildir.",,P5_lawshuffle(6331→4708),ONAY_BEKLIYOR
384,4708,1,P6_guncellik,4708 sayılı Kanun'un 1. maddesinde 2026 yılında değişiklik yapılmıştır.,DOGRU,"Bu Kanunun amacı; can ve mal güvenliğini teminen, imar plânına, fen, sanat ve sağlık kurallarına, standartlara uygun kaliteli yapı yapılması için proje ve yapı denetimini sağlamak ve yapı denetimine i",değişiklik: 2026,P6_yil,ONAY_BEKLIYOR
385,YDUY,2,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 2. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Değişik:RG-29/12/2018-30640) (4) (1) Bu Yönetmelik, 29/6/2001 tarihli ve 4708 sayılı Yapı Denetimi Hakkında Kanunun 1 inci, 4 üncü, (Ek ibare:RG-21/3/2020-31075) 5 inci, 8 inci ve 12 nci maddelerine ",değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR
386,3194,8,P1_dogrudan,3194 sayılı Kanun'a göre kesinleşen imar planları veya parselasyon planlarına karşı kesinleşme tarihinden itibaren her halde beş yıl içinde dava açılabilir.,DOGRU,Kesinleşen imar planları veya parselasyon planlarına karşı kesinleşme tarihinden itibaren her halde beş yıl içinde dava açılabilir.,,P1_verbatim,ONAY_BEKLIYOR
387,3194,32,P6_guncellik,"3194 sayılı Kanun'un 32. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,Bu Kanun hükümlerine göre; ruhsat alınmadan yapıya başlandığı veya ruhsat ve eklerine veya ruhsat alınmadan yapılabilecek yapılarda projelerine ve ilgili mevzuatına aykırı yapı yapıldığı ilgili idarec,değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR
388,ISGRISK,17,P1_dogrudan,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre rehberler işyerinde çalışan sayısı ve işyerinin bulunduğu tehlike sınıfı göz önüne alınarak; sektör, meslek veya yapılan işlere özgü olabilir.",DOGRU,"Rehberler işyerinde çalışan sayısı ve işyerinin bulunduğu tehlike sınıfı göz önüne alınarak; sektör, meslek veya yapılan işlere özgü olabilir.",,P1_verbatim,ONAY_BEKLIYOR
389,TBDY,15.5.2.2,P1_dogrudan,"TBDY 2018'in 15.5.2.2 numaralı bendine göre betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",DOGRU,"Betonarme elemanlar, kırılma türü eğilme ise “sünek”, kesme ise “gevrek” olarak sınıflandırılırlar.",,P1_madde_atifli,ONAY_BEKLIYOR
390,3194,28,P6_guncellik,"3194 sayılı Kanun'un 28. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Değişik: 9/12/2009-5940/1 md.) Bu Kanun kapsamındaki mimarlık, mühendislik ve planlama hizmetine ilişkin harita, plan, etüt, proje ve eklerinin düzenlenmesi ve bunların yerine getirilmesinin; uygulam",değişiklik: 2026,P6_degismedi,ONAY_BEKLIYOR
391,YDUY,14,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre denetçi mimar ve denetçi mühendis olarak görev yapabilmek için, ilgililerin   Merkez Yapı Denetim Komisyonuna başvurarak,   Bakanlıkça belirlenecek formata uygun denetçi belgesi almaları zorunludur.",DOGRU,"Denetçi mimar ve denetçi mühendis olarak görev yapabilmek için, ilgililerin   Merkez Yapı Denetim Komisyonuna başvurarak,   Bakanlıkça belirlenecek formata uygun denetçi belgesi almaları zorunludur.",,P1_verbatim,ONAY_BEKLIYOR
392,YDUY,4,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'nin 4. maddesine göre eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı iki iş günü içinde onaylanır.,DOGRU,Eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı iki iş günü içinde onaylanır.,,P1_madde_atifli,ONAY_BEKLIYOR
393,TBDY,14.5,P1_dogrudan,TBDY 2018'in 14.5 numaralı bendine göre deneye tabi tutulan her iki yalıtım birimi için ikinci çevrimde hesaplanan etkin rijitlik ve etkin sönüm oranı: diğer tüm çevrimlerde %30’dan daha fazla değişim göstermeyecektir.,DOGRU,Deneye tabi tutulan her iki yalıtım birimi için ikinci çevrimde hesaplanan etkin rijitlik ve etkin sönüm oranı: diğer tüm çevrimlerde %30’dan daha fazla değişim göstermeyecektir.,,P1_madde_atifli,ONAY_BEKLIYOR
394,YDUY,15,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 15. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapı denetim kuruluşunda görev alacak denetçi personelin unvanlarına göre denetim yetkisi sınırları ve görevleri aşağıda gösterilmiştir: a) Proje ve uygulama denetçisi mimar, mimari projenin ilgil",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
395,YDUY,4,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",DOGRU,"Faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",,P1_verbatim,ONAY_BEKLIYOR
396,3194,28,P5_capraz,"3194 sayılı Kanun'un 13. maddesine göre bildirim üzerine, en geç üç iş günü içinde 32 nci maddeye göre işlem yapılır.",YANLIS,"Bildirim üzerine, en geç üç iş günü içinde 32 nci maddeye göre işlem yapılır.",,P5_maddeshift(28→13),ONAY_BEKLIYOR
397,YDUY,4,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 4. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) İlgili idare, Kanun ve ilgili mevzuat ile belirlenen görevlerini mevzuatta gösterilen süreler içinde tam ve zamanında yerine getirmek zorundadır. (2) Yapı ruhsatı ve yapı kullanma izni belgesini d",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR
398,3194,45,P5_capraz,6331 sayılı Kanun'a göre aLTINCI BÖLÜM 2960 Sayılı Boğaziçi Kanunu ile İlgili Hükümler,YANLIS,ALTINCI BÖLÜM 2960 Sayılı Boğaziçi Kanunu ile İlgili Hükümler,,P5_lawshuffle(3194→6331),ONAY_BEKLIYOR
399,3194,39,P6_guncellik,3194 sayılı Kanun'un 39. maddesinde 2019 yılında değişiklik yapılmıştır.,DOGRU,(Değişik fıkra:4/7/2019-7181/12 md.) Genel güvenlik ve asayiş bakımından tehlike arz ettiği valilikçe tespit edilen metruk yapılar ile bir kısmı veya tamamının yıkılacak derecede tehlikeli olduğu bele,değişiklik: 2019,P6_yil,ONAY_BEKLIYOR
400,YDUY,24,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 24. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Yapının tamamlanmadan önce başkasına devri suretiyle yapı sahibinin değişmesi hâlinde, yapı denetim kuruluşunca ek-20’de gösterilen form-18’euygun seviye tespit tutanağı tanzim edilerek, durum en ",değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR
401,TBDY,8.6.2.4,P1_dogrudan,TBDY 2018'in 8.6.2.4 numaralı bendine göre önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,DOGRU,Önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,,P1_madde_atifli,ONAY_BEKLIYOR
402,6331,38,P6_guncellik,"6331 sayılı Kanun'un 38. maddesi, ilk yayımlandığı 2012 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(1) Bu Kanunun; a) (Değişik: 12/7/2013-6495/56 md.) 6 ve 7 nci maddeleri; 1) 4857 sayılı İş Kanununun mülga 81 inci maddesi kapsamında çalışanlar hariç kamu kurumları ile 50’den az çalışanı olan ve az,değişiklik: 2013,P6_degismedi,ONAY_BEKLIYOR
403,TBDY,10.2.3.2,P1_dogrudan,"TBDY 2018'e göre kopma birim uzama oranı minimum % 10 olan malzemeler normal sünek malzeme, kopma birim uzama oranı minimum %16 olan malzemeler yüksek sünek malzeme olarak adlandırılırlar.",DOGRU,"Kopma birim uzama oranı minimum % 10 olan malzemeler normal sünek malzeme, kopma birim uzama oranı minimum %16 olan malzemeler yüksek sünek malzeme olarak adlandırılırlar.",,P1_verbatim,ONAY_BEKLIYOR
404,TBDY,7.2.5.3,P1_dogrudan,TBDY 2018'in 7.2.5.3 numaralı bendine göre deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,DOGRU,Deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,,P1_madde_atifli,ONAY_BEKLIYOR
405,3194,8,P1_dogrudan,"3194 sayılı Kanun'un 8. maddesine göre itirazlar valiliğe yapılır, valilik itirazları ve planları onbeş gün içerisinde inceleyerek kesin karara bağlar.",DOGRU,"İtirazlar valiliğe yapılır, valilik itirazları ve planları onbeş gün içerisinde inceleyerek kesin karara bağlar.",,P1_madde_atifli,ONAY_BEKLIYOR
406,YDUY,14,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 14. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapı denetimi kuruluşu, denetimini üstlendiği proje ve yapım işlerinde, Kanun ve bu Yönetmelik hükümleri ile belirlenmiş görevlerini denetçi mimar ve denetçi mühendisler eliyle yürütür. Denetçi mi",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR
407,3194,5,P6_guncellik,3194 sayılı Kanun'un 5. maddesinde 2024 yılında değişiklik yapılmıştır.,DOGRU,Bu Kanunda geçen terimlerden bazıları aşağıda tanımlanmıştır. Nazım İmar Planı; (Değişik:29/11/2018-7153/10 md.) varsa bölge planlarının mekâna ilişkin genel ilkelerine ve varsa çevre düzeni planların,değişiklik: 2024,P6_yil,ONAY_BEKLIYOR
408,3194,44,P6_guncellik,3194 sayılı Kanun'un 44. maddesinde 2026 yılında değişiklik yapılmıştır.,DOGRU,"I - a) Enerji, sulama, tabii kaynaklar, ulaştırma ve benzeri hizmetlerle ilgili tesisler ve müştemilatından hangileri için ruhsat alınmayacağı, b) İmar planlarında okul, ibadet yeri, sağlık, spor, sos",değişiklik: 2026,P6_yil,ONAY_BEKLIYOR
409,TBDY,5.7,P2_sayisal,TBDY 2018'e göre panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 6 vida adımı ilerlemesi sağlanacaktır.,YANLIS,Panellerin kaplamaları yapılırken birleşim vidalarının kaplamanın içine gömülmesine izin verilmeyecek ve vidaların profil/sac içine minimum 3 vida adımı ilerlemesi sağlanacaktır.,,P2_swap(3→6),ONAY_BEKLIYOR
410,6331,4,P5_capraz,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre çalışanların iş sağlığı ve güvenliği alanındaki yükümlülükleri, işverenin sorumluluklarını etkilemez.",YANLIS,"Çalışanların iş sağlığı ve güvenliği alanındaki yükümlülükleri, işverenin sorumluluklarını etkilemez.",,P5_lawshuffle(6331→ISGRISK),ONAY_BEKLIYOR
411,YDUY,28,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 28. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Yapı denetim kuruluşu, 27 nci maddede belirtilen oranlara göre her yapı bölümü veya kısmi yapı bölümü için, bu bölümlerin tamamlanmasını müteakiben, ek-24’de gösterilen",değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR
412,YDUY,13,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 13. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(Mülga:RG-11/12/2020-31331) Yapı denetim kuruluşunda görev alacak teknik personelin deneyim ve nitelikleri (Değişik başlık:RG-11/12/2020-31331),değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR
413,YDUY,6,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 6. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-14/4/2012-28264) Proje ve uygulama denetçisi mimar ve mühendisler tarafından, proje müelliflerince hazırlanan projelerin mevzuata, Ek-3’te gösterilen Form-1 ile belirlenmiş asgari krit",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR
414,YDUY,23,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 23. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-29/12/2018-30640) (4) Yapı ruhsatı alındıktan sonra iki yıl içinde inşaata başlanmadığı veya başlandığı halde, başlama müddeti ile birlikte beş yıl içinde yapı bitirilemediği ve bu sür",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR
415,4708,5,P2_sayisal,"4708 sayılı Kanun'a göre hizmet bedeli oranı, yapım süresi bir yılı aşan iş için yıllık %10 artırılır.",YANLIS,"Hizmet bedeli oranı, yapım süresi bir yılı aşan iş için yıllık %5 artırılır.",,P2_swap(5→10),ONAY_BEKLIYOR
416,YDUY,25,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 25. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Kanun ile öngörülen hizmet bedellerini karşılamak üzere, Bakanlıkça Defterdarlık Muhasebe Müdürlüğü ve Mal Müdürlüklerinde emanet hesapları açılır. Yapı denetim kuruluş",değişiklik: 2013,P6_degismedi,ONAY_BEKLIYOR
417,3194,23,P1_dogrudan,3194 sayılı Kanun'a göre alınan bu paralar teknik altyapıyı yaptıranlara veya bu meblağı önceden ilgili idareye ödeyenlere aynen geri verilir.,DOGRU,Alınan bu paralar teknik altyapıyı yaptıranlara veya bu meblağı önceden ilgili idareye ödeyenlere aynen geri verilir.,,P1_verbatim,ONAY_BEKLIYOR
418,YDUY,27,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre ödeme makbuzunun bir sureti yapı sahibi tarafından ilgili idareye ve yapı denetim kuruluşuna verilir.,DOGRU,Ödeme makbuzunun bir sureti yapı sahibi tarafından ilgili idareye ve yapı denetim kuruluşuna verilir.,,P1_verbatim,ONAY_BEKLIYOR
419,6331,17,P5_capraz,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre tehlikeli ve çok tehlikeli sınıfta yer alan işyerlerinde; yapılacak işlerde karşılaşılacak sağlık ve güvenlik riskleri ile ilg ili yeterli bilgi ve talimatları içeren eğitimin alındığına dair belge olmaksızın, başka işyerlerinden çalışmak üzere gelen çalışanlar işe başlatılamaz.",YANLIS,"Tehlikeli ve çok tehlikeli sınıfta yer alan işyerlerinde; yapılacak işlerde karşılaşılacak sağlık ve güvenlik riskleri ile ilg ili yeterli bilgi ve talimatları içeren eğitimin alındığına dair belge olmaksızın, başka işye",,P5_lawshuffle(6331→ISGRISK),ONAY_BEKLIYOR
420,TBDY,7.2.7.1,P5_capraz,TBDY 2018'in 9.6.3.1 numaralı bendine göre boyuna donatıların bindirmeli kaynaklı eklerinin ilgili kuruluşlardan sertifikalı kaynakçılar tarafından yapılması zorunludur.,YANLIS,Boyuna donatıların bindirmeli kaynaklı eklerinin ilgili kuruluşlardan sertifikalı kaynakçılar tarafından yapılması zorunludur.,,P5_maddeshift(7.2.7.1→9.6.3.1),ONAY_BEKLIYOR
421,3194,10,P1_dogrudan,"3194 sayılı Kanun'un 10. maddesine göre beş yıllık imar programları sınırları içinde kalan alanlardaki kamu hizmet tesislerine tahsis edilmiş olan yerleri ilgili kamu kuruluşları, bu program süresi içinde kamulaştırırlar.",DOGRU,"Beş yıllık imar programları sınırları içinde kalan alanlardaki kamu hizmet tesislerine tahsis edilmiş olan yerleri ilgili kamu kuruluşları, bu program süresi içinde kamulaştırırlar.",,P1_madde_atifli,ONAY_BEKLIYOR
422,TBDY,16.13.2,P1_dogrudan,"TBDY 2018'e göre yapısal elemanlarla destekli şevlerde (örneğin: esnek duvarlar veya kazıklarla destekli şevler, ankrajlı veya çivili şevler vb.) zemin ve yapısal elemanların görece rijitlik farklarının dikkate alındığı zemin-yapı etkileşimi analizlerinin yapılması gerekir.",DOGRU,"Yapısal elemanlarla destekli şevlerde (örneğin: esnek duvarlar veya kazıklarla destekli şevler, ankrajlı veya çivili şevler vb.) zemin ve yapısal elemanların görece rijitlik farklarının dikkate alındığı zemin-yapı etkile",,P1_verbatim,ONAY_BEKLIYOR
423,4708,0,P3_anakronizm,4708 sayılı Yapı Denetimi Hakkında Kanun 2001 yılında kabul edilmiştir.,DOGRU,yıl: 2001,,P3_yil_dogru,ONAY_BEKLIYOR
424,4708,12,P6_guncellik,"4708 sayılı Kanun'un 12. maddesi, ilk yayımlandığı 2001 yılından bu yana hiç değiştirilmemiştir.",YANLIS,Bu Kanunda hüküm bulunmayan hallerde 3194 sayılı İmar Kanunu ve ilgili mevzuat hükümleri uygulanır. (Değişik ikinci fıkra:14/2/2020 -7221/28 md.) İlgili idarelerin bu Kanunda belirtilen hususlara iliş,değişiklik: 2024,P6_degismedi,ONAY_BEKLIYOR
425,YDUY,19,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 19. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(Başlığı ile birlikte değişik:RG-5/2/2013-28550) (1) Merkez Yapı Denetim Komisyonu; a) Başkanın yazılı veya sözlü daveti üzerine üye tam sayısının salt çoğunluğu ile toplanır. Kararlar çoğunlukla alın,değişiklik: 2022,P6_degismedi,ONAY_BEKLIYOR
426,TBDY,15.2.1.3,P1_dogrudan,TBDY 2018'e göre bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,DOGRU,Bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,,P1_verbatim,ONAY_BEKLIYOR
